row,address,map_url
"20","108 E 51st St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=108%20E%2051st%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C108%20E%2051st%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"21","601 W 114th St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=601%20W%20114th%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C601%20W%20114th%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"22","540 Lenox Ave, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=540%20Lenox%20Ave%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C540%20Lenox%20Ave%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"23","2759 Webster Ave, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=2759%20Webster%20Ave%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C2759%20Webster%20Ave%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"24","1101 Boston Rd, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=1101%20Boston%20Rd%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C1101%20Boston%20Rd%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"25","425 E 159th St, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=425%20E%20159th%20St%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C425%20E%20159th%20St%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"26","1290 Hoe Ave, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=1290%20Hoe%20Ave%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C1290%20Hoe%20Ave%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"27","105-47 64th Road, Queens, NY","https://maps.googleapis.com/maps/api/staticmap?center=105-47%2064th%20Road%2C%20Queens%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C105-47%2064th%20Road%2C%20Queens%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"28","90-23 161st St, Queens, NY","https://maps.googleapis.com/maps/api/staticmap?center=90-23%20161st%20St%2C%20Queens%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C90-23%20161st%20St%2C%20Queens%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"29","102-16 89th Ave, Queens, NY","https://maps.googleapis.com/maps/api/staticmap?center=102-16%2089th%20Ave%2C%20Queens%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C102-16%2089th%20Ave%2C%20Queens%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"30","35-30 103rd St, Queens, NY","https://maps.googleapis.com/maps/api/staticmap?center=35-30%20103rd%20St%2C%20Queens%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C35-30%20103rd%20St%2C%20Queens%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"31","39-21 Crescent St, Queens, NY","https://maps.googleapis.com/maps/api/staticmap?center=39-21%20Crescent%20St%2C%20Queens%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C39-21%20Crescent%20St%2C%20Queens%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"32","140-32 Cherry Ave, Queens, NY","https://maps.googleapis.com/maps/api/staticmap?center=140-32%20Cherry%20Ave%2C%20Queens%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C140-32%20Cherry%20Ave%2C%20Queens%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"33","99-13 Northern Blvd, Queens, NY","https://maps.googleapis.com/maps/api/staticmap?center=99-13%20Northern%20Blvd%2C%20Queens%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C99-13%20Northern%20Blvd%2C%20Queens%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"34","289 Saint Nicholas Ave, New York, NY 10027","https://maps.googleapis.com/maps/api/staticmap?center=289%20Saint%20Nicholas%20Ave%2C%20New%20York%2C%20NY%2010027&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C289%20Saint%20Nicholas%20Ave%2C%20New%20York%2C%20NY%2010027&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"35","252 W 46th St 2nd Floor, New York, NY 10036","https://maps.googleapis.com/maps/api/staticmap?center=252%20W%2046th%20St%202nd%20Floor%2C%20New%20York%2C%20NY%2010036&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C252%20W%2046th%20St%202nd%20Floor%2C%20New%20York%2C%20NY%2010036&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"36","411 E 12th St, New York, NY 10009","https://maps.googleapis.com/maps/api/staticmap?center=411%20E%2012th%20St%2C%20New%20York%2C%20NY%2010009&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C411%20E%2012th%20St%2C%20New%20York%2C%20NY%2010009&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"37","122 East 37th St basement level, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=122%20East%2037th%20St%20basement%20level%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C122%20East%2037th%20St%20basement%20level%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"38","413 E 79th St, New York, NY 10075","https://maps.googleapis.com/maps/api/staticmap?center=413%20E%2079th%20St%2C%20New%20York%2C%20NY%2010075&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C413%20E%2079th%20St%2C%20New%20York%2C%20NY%2010075&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"39","33-19 101st Street, Corona, NY 11368","https://maps.googleapis.com/maps/api/staticmap?center=33-19%20101st%20Street%2C%20Corona%2C%20NY%2011368&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C33-19%20101st%20Street%2C%20Corona%2C%20NY%2011368&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"40","25 Chapel St, Brooklyn, NY 11201","https://maps.googleapis.com/maps/api/staticmap?center=25%20Chapel%20St%2C%20Brooklyn%2C%20NY%2011201&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C25%20Chapel%20St%2C%20Brooklyn%2C%20NY%2011201&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"41","800 Barretto St, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=800%20Barretto%20St%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C800%20Barretto%20St%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"42","2640 Third Ave, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=2640%20Third%20Ave%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C2640%20Third%20Ave%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"43","333 E 149th St, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=333%20E%20149th%20St%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C333%20E%20149th%20St%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"44","800 Barretto Street, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=800%20Barretto%20Street%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C800%20Barretto%20Street%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"45","2759 Webster Avenue, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=2759%20Webster%20Avenue%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C2759%20Webster%20Avenue%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"46","1911-21 Jerome Avenue, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=1911-21%20Jerome%20Avenue%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C1911-21%20Jerome%20Avenue%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"47","601 West 114th St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=601%20West%20114th%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C601%20West%20114th%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"48","251 West 80th St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=251%20West%2080th%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C251%20West%2080th%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"49","8 E 3rd St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=8%20E%203rd%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C8%20E%203rd%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"50","651 W 168th St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=651%20W%20168th%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C651%20W%20168th%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"51","356 W 18th St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=356%20W%2018th%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C356%20W%2018th%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"52","743-749 E 9th St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=743-749%20E%209th%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C743-749%20E%209th%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"53","90-23 161st Street, Jamaica, NY","https://maps.googleapis.com/maps/api/staticmap?center=90-23%20161st%20Street%2C%20Jamaica%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C90-23%20161st%20Street%2C%20Jamaica%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"54","90 Lafayette St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=90%20Lafayette%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C90%20Lafayette%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"55","120 E 32nd St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=120%20E%2032nd%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C120%20E%2032nd%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"56","257 West 30th Street, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=257%20West%2030th%20Street%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C257%20West%2030th%20Street%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"57","209 W 125th St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=209%20W%20125th%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C209%20W%20125th%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"58","33 Essex St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=33%20Essex%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C33%20Essex%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"59","321 W 125th St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=321%20W%20125th%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C321%20W%20125th%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"60","555 Broome St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=555%20Broome%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C555%20Broome%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"61","410 W 40th St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=410%20W%2040th%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C410%20W%2040th%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"62","653 Greenwich St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=653%20Greenwich%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C653%20Greenwich%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"63","108 E 51st St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=108%20E%2051st%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C108%20E%2051st%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"64","251 West 80th St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=251%20West%2080th%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C251%20West%2080th%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"65","227 Bowery, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=227%20Bowery%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C227%20Bowery%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"66","53 E 3rd St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=53%20E%203rd%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C53%20E%203rd%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"67","601 W 114th St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=601%20W%20114th%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C601%20W%20114th%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"68","8 E 109th St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=8%20E%20109th%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C8%20E%20109th%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"69","90 Lafayette St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=90%20Lafayette%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C90%20Lafayette%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"70","80 Catherine St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=80%20Catherine%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C80%20Catherine%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"71","E 23rd St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=E%2023rd%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7CE%2023rd%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"72","1 Clarkson St & 7th Ave, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=1%20Clarkson%20St%20%26%207th%20Ave%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C1%20Clarkson%20St%20%26%207th%20Ave%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"73","360 Schermerhorn St, Brooklyn, NY","https://maps.googleapis.com/maps/api/staticmap?center=360%20Schermerhorn%20St%2C%20Brooklyn%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C360%20Schermerhorn%20St%2C%20Brooklyn%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"74","2759 Webster Ave, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=2759%20Webster%20Ave%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C2759%20Webster%20Ave%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
